word,frequency,dataset
windy,6.553064515022542e-06,babylm
wind,0.00010162369579937302,babylm
big,0.0007431994293099941,babylm
noisy,2.2259941024467196e-05,babylm
bathroom,4.194985205944899e-05,babylm
bed,0.000279652028178587,babylm
bee,2.6283932203223226e-05,babylm
pick,0.0001479866272431575,babylm
cockadoodledoo,7.269805946353133e-07,babylm
grandma,2.358079309077643e-05,babylm
like,0.0030476767184874133,babylm
slipper,5.027429182618856e-06,babylm
dinner,0.0001408704087463752,babylm
friend,0.0003227793840180791,babylm
zipper,6.0206280231769606e-06,babylm
drink,0.00019230172602599743,babylm
hand,0.0004536461302157402,babylm
thank,0.0003137177244933995,babylm
ladder,2.9918835176399793e-05,babylm
nuts,2.124626385729965e-05,babylm
closet,1.5031091731332956e-05,babylm
meat,5.671472554485916e-05,babylm
lady,0.00014625620864465935,babylm
wolf,2.2515920107085267e-05,babylm
blanket,3.55094183407784e-05,babylm
fix,7.396771571331695e-05,babylm
child's,1.4713677668886551e-05,babylm
cook,5.9837670352799586e-05,babylm
light,0.00022100210076913523,babylm
orange,0.00010628251510302185,babylm
moon,6.030867186481683e-05,babylm
run,0.00023512190696634786,babylm
sleepy,1.8983408766955927e-05,babylm
gas,4.617862650429947e-05,babylm
climb,4.342429157532906e-05,babylm
leg,6.437361969679175e-05,babylm
nail,1.4232436993564583e-05,babylm
garden,8.631614665881254e-05,babylm
basket,4.5605233359235006e-05,babylm
penguin,1.478535181201961e-05,babylm
lollipop,8.8773545851946e-06,babylm
garbage,1.4601046872534601e-05,babylm
blow,7.622033164035594e-05,babylm
comb,1.467272101566766e-05,babylm
find,0.000558157270067045,babylm
grapes,2.253639843369471e-05,babylm
block,5.211734122103866e-05,babylm
beach,4.676225881266867e-05,babylm
mouse,4.521614515365554e-05,babylm
apple,7.41724989794114e-05,babylm
grass,6.432242388026814e-05,babylm
man,0.0008581237982422019,babylm
splash,1.838953729528201e-05,babylm
toe,1.73041859849814e-05,babylm
sit,0.00031940046012752057,babylm
drop,6.879693824443197e-05,babylm
squirrel,1.2778475804293956e-05,babylm
cat,0.00017814096317556591,babylm
food,0.00023139485152342878,babylm
airplane,3.2150972776829347e-05,babylm
pancake,4.392601057726048e-06,babylm
is,0.009522442351718742,babylm
hit,0.0001359965670133272,babylm
hungry,0.0001001287779568835,babylm
go,0.002809175887630507,babylm
chin,1.4662481852362938e-05,babylm
cold,0.00016304843646440463,babylm
kiss,8.03467144521592e-05,babylm
snack,1.6976532759230274e-05,babylm
coat,6.0687520907091574e-05,babylm
ear,5.434947882146821e-05,babylm
help,0.0004850394049080201,babylm
sweep,1.1877429433478357e-05,babylm
underpants,1.5256353324036856e-06,babylm
balloon,3.819207912661575e-05,babylm
tomorrow,0.00014728012497513163,babylm
green,0.00021543199593136608,babylm
better,0.000493128343918751,babylm
doll,7.545239439250174e-05,babylm
clean,0.00010593438355066128,babylm
sandbox,3.7065771163096255e-06,babylm
goose,1.2409865925323939e-05,babylm
soft,7.619985331374649e-05,babylm
chair,0.00019868072476483968,babylm
cheese,8.176995815151566e-05,babylm
cup,0.00015955688177749416,babylm
window,0.00013076435456461387,babylm
read,0.0003464011337620744,babylm
kitty,4.7192303671467026e-05,babylm
peanut,2.1788939512449953e-05,babylm
walk,0.00016067295057770896,babylm
motorcycle,1.0730643143349413e-05,babylm
so,0.0026850874675405723,babylm
tooth,1.1631689514165012e-05,babylm
sky,6.642145235773629e-05,babylm
firetruck,4.208296118241039e-06,babylm
see,0.0021689926803293283,babylm
zoo,3.418856627446917e-05,babylm
cloud,2.3806054683480328e-05,babylm
cut,0.0001908375256734221,babylm
he,0.005977531384827383,babylm
playground,8.416592236482078e-06,babylm
shorts,8.856876258585155e-06,babylm
ice,0.00010591390522405183,babylm
lips,4.5277580133483875e-05,babylm
cheerios,1.0034380038628268e-06,babylm
carry,9.66167449433636e-05,babylm
head,0.0005090502428575949,babylm
frog,9.983184222104654e-05,babylm
water,0.0004574346206384876,babylm
tree,0.00016710314513307482,babylm
hear,0.00032719246340241455,babylm
hello,0.00016004836161612087,babylm
refrigerator,8.631614665881255e-06,babylm
peas,3.2560539309018254e-05,babylm
door,0.00036359268895070387,babylm
stove,1.9925411790990416e-05,babylm
melon,3.901121219099357e-06,babylm
money,0.00035917960956636835,babylm
penny,2.283333416953167e-05,babylm
listen,0.00012753901812362622,babylm
sticky,1.7478251761161687e-05,babylm
knock,5.5117416069322415e-05,babylm
shake,4.514447101052248e-05,babylm
muffin,5.344843245065261e-06,babylm
car,0.00048351376957561637,babylm
drive,0.00010140867336997384,babylm
meow,1.824618900901589e-05,babylm
share,6.202885130001024e-05,babylm
cover,8.032623612554975e-05,babylm
asleep,6.383094404164145e-05,babylm
take,0.0010301724592514578,babylm
new,0.00045178260249428067,babylm
eye,0.00010438826989164815,babylm
push,9.488632634486546e-05,babylm
eat,0.00047754433736896305,babylm
flower,4.1284306444642014e-05,babylm
rooster,7.986547377683723e-06,babylm
finish,8.976674469250411e-05,babylm
pattycake,2.1911809472106625e-06,babylm
tractor,3.314417161738745e-05,babylm
call,0.00032050628976443063,babylm
wet,7.401891152984056e-05,babylm
tummy,3.141375301888931e-05,babylm
sweater,9.983184222104654e-06,babylm
wanna,0.0007187585465016209,babylm
broken,0.00010863752266310808,babylm
your,0.0032778838270674945,babylm
tired,0.00012197915244916178,babylm
clown,3.400426133498416e-05,babylm
foot,0.00012206106575559957,babylm
clock,4.930157131223991e-05,babylm
peekaboo,2.474805770751482e-05,babylm
napkin,1.0587294857083294e-05,babylm
applesauce,3.0717489914168166e-06,babylm
diaper,1.440650276974487e-05,babylm
snowman,9.512182710087409e-06,babylm
monkey,6.932937473627754e-05,babylm
jelly,2.1635352062879113e-05,babylm
living,0.00013347773284036541,babylm
lamb,2.1092676407728806e-05,babylm
hard,0.0002778192179470416,babylm
nice,0.0004598510631784022,babylm
gentle,3.16799712648121e-05,babylm
some,0.0018273015616874263,babylm
pencil,3.0144096769103694e-05,babylm
hot,0.00016884380289487768,babylm
wash,7.82272076480816e-05,babylm
shovel,8.2015698070829e-06,babylm
turn,0.0003271719850758051,babylm
pull,0.00011537489211761563,babylm
bicycle,1.531778830386519e-05,babylm
tickle,2.926352872489754e-05,babylm
knife,4.6557475546574214e-05,babylm
bat,1.7631839210732527e-05,babylm
necklace,1.5891181448929664e-05,babylm
spill,1.3730717991633171e-05,babylm
choo,6.292989767082585e-05,babylm
bug,1.6577205390346086e-05,babylm
open,0.0003276122690979082,babylm
pizza,3.975867111223833e-05,babylm
soap,2.4819731850647878e-05,babylm
kitchen,9.727205139486586e-05,babylm
try,0.0003253084573543456,babylm
ride,9.782496621332089e-05,babylm
giraffe,2.384701133669922e-05,babylm
dish,2.0928849794853244e-05,babylm
break,0.00013148109599594448,babylm
hammer,2.470710105429593e-05,babylm
to,0.02026556703513661,babylm
star,6.083086919335769e-05,babylm
stairs,4.4929448581123306e-05,babylm
telephone,4.531853678670277e-05,babylm
sun,0.00010231995890409416,babylm
chalk,8.744245462233204e-06,babylm
sandwich,4.112047983176645e-05,babylm
a,0.019802019634005203,babylm
lunch,7.949686389786721e-05,babylm
bubbles,2.1164350550861867e-05,babylm
write,0.0001405120380307099,babylm
yucky,1.0464424897426622e-05,babylm
sick,8.795441278756818e-05,babylm
ouch,2.1573917083050774e-05,babylm
puppy,2.9017788805584195e-05,babylm
strawberry,1.9915172627685694e-05,babylm
plate,7.392675906009806e-05,babylm
glass,6.504940447490345e-05,babylm
lemme,1.8819582154080364e-05,babylm
kick,3.7977056697216575e-05,babylm
egg,6.745560785151329e-05,babylm
bucket,2.3826533010089775e-05,babylm
more,0.0015178330899654868,babylm
brown,8.536390447147333e-05,babylm
backyard,4.433557710944938e-06,babylm
swim,3.579611491331064e-05,babylm
fireman,1.716083769871528e-05,babylm
bus,9.893079585023093e-05,babylm
vroom,1.286038911073174e-05,babylm
lawn,1.2205082659229485e-05,babylm
am,0.0005488908272762709,babylm
pajamas,1.2880867437341185e-05,babylm
love,0.00041469635300457494,babylm
truck,0.00011702339740967599,babylm
hurry,5.4308522168249316e-05,babylm
breakfast,9.483513052834185e-05,babylm
fast,0.00012818408541182376,babylm
clap,2.2116592738201078e-05,babylm
night,0.0004850394049080201,babylm
say,0.001177729041635817,babylm
animal,8.0612932698082e-05,babylm
dress,8.959267891632381e-05,babylm
this,0.0049023782811782775,babylm
heavy,9.339140850237594e-05,babylm
camera,6.694364968627716e-05,babylm
picture,0.00021335344578050734,babylm
pig,6.990276788134202e-05,babylm
slide,4.6332213953870316e-05,babylm
purse,2.6990434471249096e-05,babylm
not,0.004304411144182471,babylm
belly,1.6771749493135817e-05,babylm
vitamins,3.542750503434062e-06,babylm
boy,0.0005155316332294843,babylm
table,0.00025783237117622284,babylm
raisin,2.7338566023609666e-06,babylm
bad,0.0002625219079697859,babylm
alligator,1.0177728324894385e-05,babylm
box,0.0003321584576052051,babylm
under,0.00037116966979619867,babylm
donut,2.2321376004295535e-06,babylm
pumpkin,1.6413378777470523e-05,babylm
play,0.0006038136992428037,babylm
broom,1.072040398004469e-05,babylm
police,0.0001066204074920777,babylm
cute,3.468004611309586e-05,babylm
story,0.0002644673489976832,babylm
oven,2.3529597274252817e-05,babylm
vacuum,8.007025704293169e-06,babylm
noodles,6.798804434335887e-06,babylm
gloves,1.4375785279830701e-05,babylm
white,0.0002346406662910259,babylm
what,0.004701485897139618,babylm
chocolate,6.355448663241394e-05,babylm
back,0.0014580363762659062,babylm
fork,2.200396194184913e-05,babylm
lamp,1.771375251717031e-05,babylm
smile,6.467055543262871e-05,babylm
toast,3.946173537640137e-05,babylm
wait,0.00026938214738395007,babylm
sock,1.6167638858157178e-05,babylm
bear,0.000155020932433502,babylm
hide,6.343161667275726e-05,babylm
garage,3.240695185944742e-05,babylm
tissue,1.918819203305038e-05,babylm
here,0.0023491200411860104,babylm
juice,0.0001166650266940107,babylm
now,0.0020229105374608494,babylm
thirsty,1.7109641882191667e-05,babylm
first,0.0009610990635977983,babylm
full,0.00019217885606634077,babylm
red,0.00027455292485283506,babylm
rain,6.423027141052563e-05,babylm
button,4.3629074841423517e-05,babylm
fish,0.00014552922805002405,babylm
belt,2.3314574844853637e-05,babylm
high,0.0002183296791466026,babylm
grandpa,1.1867190270173635e-05,babylm
sink,2.3283857354939468e-05,babylm
awake,2.655015044914602e-05,babylm
glasses,3.805897000365436e-05,babylm
people,0.0010147420401512407,babylm
close,0.00021510434270561495,babylm
pants,4.330142161567239e-05,babylm
carrots,1.6157399694852456e-05,babylm
the,0.03944370420982175,babylm
soup,3.262197428884659e-05,babylm
