word,mlu,dataset
loud,18.670274722042475,babylm
cloud,25.425311203319502,babylm
oven,19.51134976812302,babylm
pour,19.38654213542772,babylm
chicken,11.716518298714144,babylm
swing,14.7870884993587,babylm
duck,9.612492836676218,babylm
church,21.881418237875014,babylm
milk,11.277027027027026,babylm
doll,12.140588179847299,babylm
knock,14.085776979852383,babylm
uncle,20.159058740268932,babylm
lamb,22.567777777777778,babylm
soup,12.85432473444613,babylm
truck,13.033346984145556,babylm
jelly,13.081162324649299,babylm
tongue,21.813935681470138,babylm
boots,18.244556765163296,babylm
necklace,14.052985702270815,babylm
garage,11.625295508274231,babylm
medicine,17.792822677925212,babylm
aunt,22.280890482593755,babylm
gas,11.64204887444324,babylm
owl,19.08682881398431,babylm
bucket,12.536253776435045,babylm
mittens,24.32919254658385,babylm
chalk,15.754226267880364,babylm
cake,11.7192808840508,babylm
spill,13.847409510290987,babylm
sock,11.64089564850021,babylm
gum,19.73481220065541,babylm
animal,16.68966742828129,babylm
snack,8.535460992907801,babylm
mouse,13.732956434985034,babylm
pony,22.931132612407513,babylm
pants,11.988539620170268,babylm
coat,19.237665138851444,babylm
backyard,14.177339901477833,babylm
stick,14.4362280988138,babylm
tickle,8.733644859813085,babylm
playground,18.705735660847882,babylm
lawn,23.71449814126394,babylm
thirsty,15.044598612487611,babylm
knee,18.212137486573578,babylm
yellow,12.379089301503095,babylm
belly,15.353741496598639,babylm
peas,16.55708110856852,babylm
bread,16.239150296939243,babylm
muffin,10.051457975986278,babylm
turkey,17.499482936918305,babylm
flag,22.365146256817056,babylm
ladder,20.093344155844157,babylm
dirty,11.70195895522388,babylm
shower,19.846153846153847,babylm
deer,16.13571201019433,babylm
potato,15.954222222222223,babylm
pizza,8.309985096870342,babylm
donkey,20.940144478844168,babylm
radio,16.042689214270982,babylm
wolf,19.95964125560538,babylm
grandma,17.777697841726617,babylm
tv,9.833136653292424,babylm
goose,22.65874125874126,babylm
toast,9.64792899408284,babylm
napkin,10.767605633802816,babylm
teacher,16.62879723388491,babylm
grandpa,16.70436507936508,babylm
sweater,12.327777777777778,babylm
jeans,11.421052631578947,babylm
apple,11.92472864558754,babylm
orange,8.7296045600285,babylm
puppy,19.096870342771982,babylm
kitty,6.685393258426966,babylm
blanket,15.306106264869152,babylm
bathtub,12.305389221556887,babylm
washing,15.146993318485523,babylm
fork,15.151600224592926,babylm
slipper,20.342943854324734,babylm
pajamas,9.836021505376344,babylm
cracker,10.280037400654512,babylm
farm,21.412700203022784,babylm
sheep,18.261847195357834,babylm
hug,18.520187912646012,babylm
stove,22.07323568575233,babylm
pickle,17.916398713826368,babylm
beans,17.174957118353344,babylm
cereal,8.87010506208214,babylm
puzzle,10.978676470588235,babylm
candy,12.106228668941979,babylm
owie,13.100890207715134,babylm
donut,8.978021978021978,babylm
quack,12.590579710144928,babylm
turtle,14.43002175489485,babylm
clap,13.25008358408559,babylm
comb,21.115352834242273,babylm
purse,18.28395061728395,babylm
peanut,11.536782538399354,babylm
vitamins,13.425531914893616,babylm
shorts,15.018595041322314,babylm
bowl,14.740341194179628,babylm
squirrel,21.199684293606946,babylm
hammer,16.568402976531196,babylm
melon,16.207417582417584,babylm
shopping,12.916779127305443,babylm
raisin,21.723368655883995,babylm
buttocks,19.72222222222222,babylm
monkey,13.029013539651837,babylm
pancake,11.776,babylm
french,12.118110236220472,babylm
hamburger,9.353174603174603,babylm
butterfly,12.031694695989652,babylm
frog,11.908553369354674,babylm
penny,15.58740234375,babylm
bump,11.40265742345465,babylm
shovel,19.9353507565337,babylm
scissors,11.66977829638273,babylm
underpants,11.5625,babylm
towel,9.96972688384337,babylm
fireman,14.890453834115807,babylm
gloves,20.006815968841284,babylm
child's,20.73526660430309,babylm
applesauce,8.222222222222221,babylm
pumpkin,13.473118279569892,babylm
motorcycle,12.013671875,babylm
vacuum,14.281481481481482,babylm
diaper,7.8124410933082,babylm
penguin,7.993576017130621,babylm
zipper,5.96943231441048,babylm
chocolate,11.148193963384463,babylm
rooster,17.404929577464788,babylm
tractor,8.250129198966409,babylm
meow,5.002136752136752,babylm
helicopter,11.957063711911358,babylm
grapes,11.628695652173914,babylm
yogurt,11.981818181818182,babylm
stroller,11.696969696969697,babylm
lollipop,11.487520798668886,babylm
alligator,16.58776595744681,babylm
sleepy,17.390596745027125,babylm
giraffe,8.677879714576962,babylm
bicycle,14.13940724478595,babylm
penis,15.229617304492512,babylm
pet's,9.707006369426752,babylm
dryer,14.681034482758621,babylm
bubbles,14.24929178470255,babylm
yucky,5.4,babylm
rocking,19.14540059347181,babylm
noodles,11.506493506493506,babylm
strawberry,13.841772151898734,babylm
sticky,11.751545117428925,babylm
potty,11.982142857142858,babylm
airplane,10.378932968536251,babylm
yum,5.534416086620263,babylm
windy,21.09090909090909,babylm
sidewalk,21.101176470588236,babylm
pretzel,7.494809688581315,babylm
splash,16.6375,babylm
zebra,8.249471458773785,babylm
popcorn,11.580246913580247,babylm
crayon,7.857663830257487,babylm
vroom,5.608695652173913,babylm
snowman,7.605442176870748,babylm
popsicle,7.89171974522293,babylm
lemme,6.138138138138138,babylm
sandbox,9.57857142857143,babylm
cheerios,8.692307692307692,babylm
babysitter's,10.166666666666666,babylm
peekaboo,5.08257804632427,babylm
pattycake,4.4,babylm
teddybear,13.333333333333334,babylm
firetruck,6.376237623762377,babylm
cockadoodledoo,2.6,babylm
