word,lexical_class,aoa,n_chars,word_count,mlu,frequency,log_frequency,concreteness
taste,predicates,28.3999187894741,5,1325.0,6.028679245283019,0.000176425481272069,-8.642611973167998,4.07
teacher,other,28.2701445247955,7,906.0,7.6655629139072845,0.00012063508379810906,-9.022740405545342,4.52
telephone,nouns,21.7754317154255,9,899.0,6.239154616240267,0.00011970302465176606,-9.030496677116702,4.96
thank,other,18.3751826104994,5,3290.0,3.848328267477203,0.0004380677987812128,-7.733136867828904,3.0
that,function_words,24.995402249102,4,124830.0,7.608659777297124,0.016621277605428204,-4.097071620943225,1.54
the,function_words,27.7863761139819,3,242142.0,9.058635015817163,0.03224152368768402,-3.4345001016762216,1.43
there,function_words,25.8614805892958,5,47088.0,7.0244435949711175,0.006269828726142781,-5.0720062411150675,2.2
this,function_words,25.6682901723733,4,78908.0,6.9733994018350485,0.010506703302804846,-4.555741815724562,2.14
this,other,27.6480466491173,4,78908.0,6.9733994018350485,0.010506703302804846,-4.555741815724562,2.14
throw,predicates,25.2090413555986,5,2877.0,6.797358359402155,0.0003830763091469755,-7.867276348036774,4.04
tired,predicates,26.1391144188675,5,1426.0,5.892005610098177,0.00018987376324073238,-8.569151110614081,3.0
to,function_words,27.9040751729764,2,103209.0,10.421445804144987,0.013742413204987902,-4.287268374058907,1.55
today,other,29.0946518369085,5,5453.0,8.185402530717036,0.0007260740750012017,-7.22785851666226,2.57
tomorrow,other,29.1560996635911,8,1674.0,8.087216248506572,0.00022289528728259886,-8.408808460538902,2.04
too,function_words,26.4741689629251,3,15910.0,7.39176618478944,0.002118437288331032,-6.157076590256489,1.7
touch,predicates,26.352177279387,5,2073.0,6.445730824891462,0.00027602265862415023,-8.195027599152542,3.86
toy,nouns,21.9863108945698,3,2178.0,8.191000918273646,0.0002900035458192953,-8.145617408095417,4.93
train,nouns,21.3839976708094,5,1629.0,7.979128299570289,0.00021690347848467954,-8.436058102986276,4.79
tree,nouns,20.8908825103401,4,1903.0,8.031529164477142,0.0002533869364986772,-8.280592844292173,5.0
truck,nouns,19.6469044959703,5,2722.0,7.290227773695812,0.0003624378566208089,-7.92265752837691,4.84
try,function_words,28.3391568678898,3,5851.0,7.303025123910443,0.0007790682950361326,-7.157411845800086,2.22
turn,other,26.619432237871,4,6906.0,6.526209093541848,0.0009195429235206857,-6.991633833638384,3.44
uncle,other,26.5731757077328,5,438.0,7.940639269406392,5.832027229974809e-05,-9.749560801211876,4.24
under,function_words,27.0538144671816,5,2341.0,7.532251174711662,0.0003117072087984253,-8.073446244097411,3.45
up,function_words,19.7033273278528,2,32095.0,8.440224334008413,0.004273491185982682,-5.455324177842443,3.83
wait,predicates,26.287453043094,4,6003.0,6.063468265867066,0.0007993072936424379,-7.131765088336478,2.68
wake,predicates,27.1532308012458,4,510.0,8.666666666666666,6.790716637641902e-05,-9.59736898586995,3.11
walk,predicates,23.4104673365598,4,1996.0,8.37124248496994,0.00026577000801437716,-8.232879254716913,4.07
wanna,function_words,25.3472961553363,5,33463.0,7.595493530167648,0.0044556421734394305,-5.4135840817719805,3.8182539682539685
wash,predicates,24.4025920548461,4,1662.0,7.539109506618532,0.0002212974716031537,-8.416002736172928,4.35
washing,nouns,27.6959694769833,7,235.0,6.906382978723404,3.1290557055800915e-05,-10.372194197444163,4.44
watch,nouns,26.0012724168217,5,4757.0,5.571368509564852,0.0006334007655933829,-7.3644072151560405,4.61
watch,predicates,26.4519283350539,5,4757.0,5.571368509564852,0.0006334007655933829,-7.3644072151560405,4.61
water,nouns,19.9954096096418,5,5351.0,8.257148196598767,0.0007124926417259179,-7.246740973277017,5.0
wet,predicates,23.2412058602331,3,1163.0,6.947549441100602,0.00015485496959955942,-8.773021559069658,4.46
what,function_words,24.3707655283423,4,134208.0,5.752034155937053,0.017869970558914594,-4.02463359732673,2.0
where,function_words,25.5940288518511,5,20190.0,6.3001981178801385,0.00268832488066647,-5.918837000281439,1.66
white,predicates,26.6548138245469,5,1743.0,7.864601262191624,0.0002320827274394085,-8.3684166660683,3.89
who,function_words,28.4907813167808,3,15012.0,6.045430322408739,0.0019988674149858865,-6.21517455133341,1.74
why,function_words,27.9271398892581,3,16243.0,6.855445422643601,0.0021627766734356353,-6.136362385868926,1.86
wind,nouns,26.4626340566538,4,477.0,9.90566037735849,6.351317325794484e-05,-9.664263220699981,3.93
window,nouns,25.3854280092708,6,1122.0,8.377005347593583,0.00014939576602812182,-8.80891162550568,4.86
with,function_words,28.1789648727232,4,37438.0,9.702521502217,0.004984918617255637,-5.301338201227047,2.0
work,other,24.9951420628608,4,3119.0,8.246232766912472,0.0004152989253491194,-7.786511994980518,3.48
work,predicates,26.1449249455325,4,3119.0,8.246232766912472,0.0004152989253491194,-7.786511994980518,3.48
write,predicates,28.0956388282608,5,2444.0,8.131342062193125,0.00032542179338032953,-8.030388391296835,4.22
yard,other,28.4786410179839,4,329.0,10.085106382978724,4.3806779878121284e-05,-10.035721960822949,4.82
yellow,predicates,24.2696672934008,6,2545.0,6.33909626719057,0.0003388700753489929,-7.989893782603699,4.3
yes,other,18.1930056020746,3,16400.0,3.649756097560976,0.002183681428575043,-6.126743097776032,2.14
you,function_words,24.2997162753016,3,338513.0,7.537409198465052,0.04507344825800143,-3.099461936264562,4.11
your,function_words,29.2624956287305,4,55074.0,7.3465337545847404,0.00733317506081353,-4.9153466971411754,2.37
